SEANCE;GROUPE;CODE;VALEUR;OUVERTURE;CLOTURE;PLUS_BAS;PLUS_HAUT;QUANTITE_NEGOCIEE;NOMBRE_TRANSACTION;CAPITAUX
31/03/15;11;656001;SOTUVER;5.28;4.8;4.73;4.8;4753;11;22621.76
31/03/15;11;658001;SOTUMAG;1.76;1.82;0;0;0;0;0
31/03/15;11;659001;SIAME;2.29;2.04;1.99;2.04;8906;32;17830.05
31/03/15;11;661001;ATTIJARILEASING;26.32;26.7;26.7;26.7;520;2;13884
31/03/15;11;665001;ELECTROSTAR;6.89;7.09;7.08;7.3;19058;177;137387.58
31/03/15;11;666001;SOTRAPIL;8.93;8.75;0;0;0;0;0
31/03/15;11;672004;MODERNLEASING;5.28;5.2;5.19;5.2;1080;4;5607
31/03/15;11;678001;SOMOCER;2.51;3.07;3;3.07;159458;180;482463.15
31/03/15;11;713001;GIF-FILTER;3.38;3.3;3.21;3.31;12475;52;40656.67
31/03/15;11;714001;ASSAD;8;7.85;7.85;7.89;515;4;4063.31
31/03/15;11;718001;SITS;1.98;1.78;1.77;1.79;1100;9;1951
31/03/15;11;720001;ELWIFACKLEASING;16.25;18.29;18.29;18.29;25;2;457.25
31/03/15;11;721001;ESSOUKNA;6.29;5.32;0;0;0;0;0
31/03/15;11;725001;ADWYA;8.18;8.1;8.01;8.1;2682;11;21593.7
31/03/15;11;727001;TPR;4.3;4.09;4.09;4.1;2899;10;11861.41
31/03/15;11;729001;SOPAT;3.01;3.18;3.12;3.18;1001;2;3123.18
31/03/15;11;730001;ARTES;8;7.15;7;7.15;5682;24;40280.52
31/03/15;11;731013;HANNIBALLEASE;7.72;7.82;0;0;0;0;0
31/03/15;11;735001;CIMENTSDEBIZERTE;6.45;6;5.9;6;1000;6;5972.2
31/03/15;11;738001;TUNISRE;9.95;7.95;7.8;7.96;8088;44;63398.19
31/03/15;11;741001;ENNAKLAUTOMOBILES;10.2;10.35;10.34;10.4;6636;18;68697.34
31/03/15;11;744001;TELNETHOLDING;5.07;4.9;4.75;4.9;16103;43;77227.91
31/03/15;11;753001;ONETECHHOLDING;7;7.85;7.85;7.9;1495;9;11772.9
31/03/15;11;755001;CITYCARS;11.4;13.1;12.9;13.1;5025;21;65647.5
31/03/15;11;757001;EURO-CYCLES;16.22;18.59;18.59;18.7;3900;19;72893.7
31/03/15;11;758001;BESTLEASE;2.09;1.79;0;0;0;0;0
31/03/15;11;759001;CELLCOM;8.15;7.89;7.74;7.98;6150;11;48309.5
31/03/15;11;761001;SAH;10.47;11.8;11.8;11.81;1700;6;20060.18
31/03/15;11;762001;MPBS;7.3;7.1;7.1;7.1;1101;2;7817.1
31/03/15;11;763001;SOTIPAPIER;5;4.93;0;0;0;0;0
31/03/15;11;767001;DELICEHOLDING;15.15;17.06;16.72;17.08;293;10;4989.56
31/03/15;12;130055;BTE(ADP);24.89;21;21;21.1;1416;10;29790
31/03/15;12;140070;SPDIT-SICAF;9.19;12.4;12.4;12.64;3565;8;44926
31/03/15;12;190060;BH;10.25;12.8;12.8;12.8;1000;2;12800
31/03/15;12;230035;AIRLIQUDETSIE;235;222;222;222;11;2;2442
31/03/15;12;240050;UBCI;25.4;26;26;26;2;1;52
31/03/15;12;250065;PLAC.TSIE-SICAF;45.98;47.93;0;0;0;0;0
31/03/15;12;300045;ASTREE;54.59;55;55;55;5;1;275
31/03/15;12;320075;ICF;37.99;34.58;34.58;34.58;1;1;34.58
31/03/15;12;330090;ELBENEINDUSTRIE;4.1;3.64;0;0;0;0;0
31/03/15;12;380070;ALKIMIA;59;59;0;0;0;0;0
31/03/15;12;410020;TUNINVEST-SICAR;11;12.1;0;0;0;0;0
31/03/15;12;644001;MAGASINGENERAL;31.87;26.84;26.84;27.65;750;9;20307.5
31/03/15;12;655001;ASSURANCESSALIM;26.3;21.08;20.47;20.47;70;3;1432.9
31/03/15;12;664001;STEQ;10.41;7.14;0;0;0;0;0
31/03/15;12;667001;SIPHAT;8.6;7.5;7.5;7.5;450;4;3375
31/03/15;13;430030;SITEX;8.22;7.99;0;0;0;0;0
31/03/15;13;617001;STETUN.DUSUCRE;6.78;6.68;0;0;0;0;0
31/03/15;13;768001;ASSMULTIITTIHAD;6.2;6.5;6.5;6.5;24716;124;160654
31/03/15;51;150085;AMS;4.21;3.69;3.62;3.69;286;7;1047.36
31/03/15;51;734001;SERVICOM;14.25;13;13;13;748;15;9724
31/03/15;51;740001;CARTHAGECEMENT;2.42;1.91;1.91;1.94;6802;32;13139.91
31/03/15;51;749001;HEXABYTE;9.49;8.27;8.27;8.5;121;3;1000.9
31/03/15;51;750001;AETECH;2.82;2.33;2.28;2.33;19;2;43.57
31/03/15;51;751001;LANDOR;5.42;6.94;6.8;7.12;10749;39;74704.57
31/03/15;51;754001;NEWBODYLINE;7.08;6.5;6.4;6.5;1486;25;9542.4
31/03/15;51;756001;SYPHAXAIRLINES;3.9;3.9;0;0;0;0;0
31/03/15;51;760001;SOTEMAIL;2.85;2.86;2.86;2.86;1860;4;5319.6
31/03/15;51;764001;CEREALIS;6.77;6.45;6.37;6.45;3699;19;23648.46
31/03/15;51;765001;TAWASOLGPHOLDING;0.73;0.65;0.64;0.65;10428;20;6705.02
31/03/15;52;766001;MAGHREBINTERNPUB;2.36;1.75;0;0;0;0;0
31/03/15;99;503001;STIP;1.42;1.4;0;0;0;0;0
01/04/15;11;100010;MONOPRIX;22;18.74;18.2;18.74;1254;11;23119.8
01/04/15;11;110025;SFBT;22.5;27.3;26.9;27.45;13374;116;363179.01
01/04/15;11;120040;TUNISAIR;1.13;0.97;0.97;0.99;891;7;864.29
01/04/15;11;160015;ATTIJARIBANK;23.9;27;26.93;27.19;8045;71;216942.6
01/04/15;11;180045;BIAT;78;81.5;81.5;82;2983;16;243115
01/04/15;11;210090;TUNISIELEASING;21.68;22;21.98;22;403;7;8865.54
01/04/15;11;220005;BT;10.55;10.89;10.86;10.89;13130;38;142751.16
01/04/15;11;260095;STB;5;4.22;4.22;4.22;25;1;105.5
01/04/15;11;310060;BNA;7.6;9.46;9.4;9.49;7476;55;70583.16
01/04/15;11;340005;AMENBANK;26.19;23.6;23.6;23.8;292;11;6947.2
01/04/15;11;360035;ATB;4.37;4.6;4.56;4.61;4856;13;22338.01
01/04/15;11;390010;UIB;14.75;15.7;15.6;15.8;3730;12;58519
01/04/15;11;400005;SIMPAR;55;48.1;48;48.1;119;4;5712.5
01/04/15;11;420085;CIL;13.39;13.3;0;0;0;0;0
01/04/15;11;470010;ATL;2.7;2.78;2.78;2.8;1600;5;4460
01/04/15;11;570001;POULINAGPHOLDING;5.62;5.35;5.35;5.4;633;6;3406.1
01/04/15;11;606001;STAR;145.25;156;155.5;156;270;9;41990
01/04/15;11;653001;SOTETEL;3.45;2.57;2.52;2.58;575;6;1452.27
01/04/15;11;656001;SOTUVER;5.28;4.8;0;0;0;0;0
01/04/15;11;658001;SOTUMAG;1.76;1.82;0;0;0;0;0
01/04/15;11;659001;SIAME;2.29;2.03;2;2.03;2652;18;5351.76
01/04/15;11;661001;ATTIJARILEASING;26.32;26.5;26.35;26.7;765;6;20320.25
01/04/15;11;665001;ELECTROSTAR;6.89;7.2;7.05;7.29;7913;47;56331.91
01/04/15;11;666001;SOTRAPIL;8.93;8.74;8.52;8.84;447;7;3906.99
01/04/15;11;672004;MODERNLEASING;5.28;5.14;5.05;5.2;216;5;1092.75
01/04/15;11;678001;SOMOCER;2.51;3.07;3.01;3.08;59923;104;183965.11
01/04/15;11;713001;GIF-FILTER;3.38;3.25;3.23;3.3;4432;37;14552.26
01/04/15;11;714001;ASSAD;8;7.9;7.85;7.9;2707;35;21269.95
01/04/15;11;718001;SITS;1.98;1.78;1.77;1.79;9165;21;16304.7
01/04/15;11;720001;ELWIFACKLEASING;16.25;18.3;18.2;18.45;1105;4;20122.25
01/04/15;11;721001;ESSOUKNA;6.29;5.25;5.25;5.25;700;2;3675
01/04/15;11;725001;ADWYA;8.18;8.11;8;8.11;2327;13;18824.15
01/04/15;11;727001;TPR;4.3;4.08;4.08;4.15;3962;25;16194.6
01/04/15;11;729001;SOPAT;3.01;3.18;3.15;3.18;1500;6;4761
01/04/15;11;730001;ARTES;8;7.15;7.15;7.3;559;8;4022.79
01/04/15;11;731013;HANNIBALLEASE;7.72;7.82;7.47;7.82;772;24;5794.68
01/04/15;11;735001;CIMENTSDEBIZERTE;6.45;5.99;5.74;5.99;251;5;1451.99
01/04/15;11;738001;TUNISRE;9.95;7.94;7.81;8.04;1945;22;15212.77
01/04/15;11;741001;ENNAKLAUTOMOBILES;10.2;10.4;10.4;10.5;1340;9;13946.6
01/04/15;11;744001;TELNETHOLDING;5.07;4.9;4.89;4.95;8126;36;39832.56
01/04/15;11;753001;ONETECHHOLDING;7;7.85;7.76;7.85;575;5;4503
01/04/15;11;755001;CITYCARS;11.4;13.49;13.49;13.49;5;1;67.45
01/04/15;11;757001;EURO-CYCLES;16.22;18.85;18.7;18.85;16033;91;301251.65
01/04/15;11;758001;BESTLEASE;2.09;1.79;0;0;0;0;0
01/04/15;11;759001;CELLCOM;8.15;7.89;0;0;0;0;0
01/04/15;11;761001;SAH;10.47;12;11.8;12.15;3194;15;38479.65
01/04/15;11;762001;MPBS;7.3;7.1;7;7.1;3872;13;27267.2
01/04/15;11;763001;SOTIPAPIER;5;4.79;4.79;4.83;2100;10;10063.4
01/04/15;11;767001;DELICEHOLDING;15.15;17.09;17;17.09;1121;12;19120.69
01/04/15;12;130055;BTE(ADP);24.89;20.37;20.37;21;765;9;15734.25
01/04/15;12;140070;SPDIT-SICAF;9.19;12.4;12.4;12.57;5205;14;64661
01/04/15;12;190060;BH;10.25;12.42;12.42;12.42;5309;3;65937.78
01/04/15;12;230035;AIRLIQUDETSIE;235;222;222;222;44;1;9768
01/04/15;12;240050;UBCI;25.4;25.3;25.3;25.3;32;2;809.6
01/04/15;12;250065;PLAC.TSIE-SICAF;45.98;47.93;0;0;0;0;0
01/04/15;12;300045;ASTREE;54.59;55;0;0;0;0;0
01/04/15;12;320075;ICF;37.99;34.58;0;0;0;0;0
01/04/15;12;330090;ELBENEINDUSTRIE;4.1;3.64;0;0;0;0;0
01/04/15;12;380070;ALKIMIA;59;59;0;0;0;0;0
01/04/15;12;410020;TUNINVEST-SICAR;11;12.49;12.49;12.49;200;3;2498
01/04/15;12;644001;MAGASINGENERAL;31.87;26.8;26.8;26.8;2503;16;67080.4
01/04/15;12;655001;ASSURANCESSALIM;26.3;21.08;20.14;21.08;10005;6;201505.4
01/04/15;12;664001;STEQ;10.41;7.14;0;0;0;0;0
01/04/15;12;667001;SIPHAT;8.6;7.5;0;0;0;0;0
01/04/15;13;430030;SITEX;8.22;8;8;8;75;2;600
01/04/15;13;617001;STETUN.DUSUCRE;6.78;6.98;6.98;6.98;2;1;13.96
01/04/15;13;768001;ASSMULTIITTIHAD;6.2;6.5;6.5;6.5;7855;47;51057.5
01/04/15;51;150085;AMS;4.21;3.74;3.74;3.8;803;7;3003.82
01/04/15;51;734001;SERVICOM;14.25;12.9;12.9;13;258;4;3344
01/04/15;51;740001;CARTHAGECEMENT;2.42;1.91;1.91;1.94;10014;37;19181.53
01/04/15;51;749001;HEXABYTE;9.49;8.25;8.5;8.5;40;2;340
01/04/15;51;750001;AETECH;2.82;2.33;2.33;2.33;5;1;11.65
01/04/15;51;751001;LANDOR;5.42;7;6.88;7;4270;33;29712.55
01/04/15;51;754001;NEWBODYLINE;7.08;6.49;6.37;6.56;1074;17;6898.48
01/04/15;51;756001;SYPHAXAIRLINES;3.9;3.9;0;0;0;0;0
01/04/15;51;760001;SOTEMAIL;2.85;2.86;2.86;2.86;1180;4;3374.8
01/04/15;51;764001;CEREALIS;6.77;6.47;6.47;6.47;500;5;3235
01/04/15;51;765001;TAWASOLGPHOLDING;0.73;0.64;0.63;0.65;54155;56;34624.68
01/04/15;52;766001;MAGHREBINTERNPUB;2.36;1.8;1.75;1.8;2900;4;5100
01/04/15;99;503001;STIP;1.42;1.4;0;0;0;0;0
02/04/15;11;100010;MONOPRIX;22;18.5;18.5;18.7;8383;18;155873
02/04/15;11;110025;SFBT;22.5;28;27.3;28.29;63010;236;1758770.89
02/04/15;11;120040;TUNISAIR;1.13;0.97;0.97;0.99;4865;18;4727.07
02/04/15;11;160015;ATTIJARIBANK;23.9;27.4;26.95;27.4;5781;48;156667.15
02/04/15;11;180045;BIAT;78;81.5;81.5;81.5;2709;23;220783.5
02/04/15;11;210090;TUNISIELEASING;21.68;21.5;21.33;21.98;2764;23;59424.86
02/04/15;11;220005;BT;10.55;10.88;10.87;10.89;11341;25;123387.61
02/04/15;11;260095;STB;5;4.2;4.2;4.3;890;10;3745.63
02/04/15;11;310060;BNA;7.6;9.45;9.3;9.49;1778;13;16806.16
02/04/15;11;340005;AMENBANK;26.19;23.7;23.7;23.8;445;14;10577.46
02/04/15;11;360035;ATB;4.37;4.6;4.58;4.6;622;6;2859
02/04/15;11;390010;UIB;14.75;15.78;15.4;15.78;6891;28;108158.6
02/04/15;11;400005;SIMPAR;55;48;46.66;48;574;3;26856.54
02/04/15;11;420085;CIL;13.39;13.67;13.5;13.67;1132;6;15299.51
02/04/15;11;470010;ATL;2.7;2.85;2.78;2.85;5837;21;16408.05
02/04/15;11;570001;POULINAGPHOLDING;5.62;5.35;5.35;5.35;853;5;4563.55
02/04/15;11;606001;STAR;145.25;155.52;155.52;157;20;3;3114.28
02/04/15;11;653001;SOTETEL;3.45;2.56;2.52;2.56;187;3;473.2
02/04/15;11;656001;SOTUVER;5.28;4.75;4.71;4.75;1094;5;5160.5
02/04/15;11;658001;SOTUMAG;1.76;1.82;1.82;1.82;200;2;364
02/04/15;11;659001;SIAME;2.29;2.03;2;2.03;12041;29;24139.5
02/04/15;11;661001;ATTIJARILEASING;26.32;25.71;25.71;25.71;372;1;9564.12
02/04/15;11;665001;ELECTROSTAR;6.89;6.99;6.99;7.2;12623;81;89218.23
02/04/15;11;666001;SOTRAPIL;8.93;8.74;0;0;0;0;0
02/04/15;11;672004;MODERNLEASING;5.28;5.18;5.14;5.18;17400;13;89610.24
02/04/15;11;678001;SOMOCER;2.51;3.09;3.05;3.1;274015;305;845904.74
02/04/15;11;713001;GIF-FILTER;3.38;3.32;3.27;3.38;17019;83;56817.61
02/04/15;11;714001;ASSAD;8;7.9;7.85;7.9;3490;22;27561.3
02/04/15;11;718001;SITS;1.98;1.8;1.78;1.8;21686;38;38845.1
02/04/15;11;720001;ELWIFACKLEASING;16.25;17.83;18.38;18.38;5;1;91.9
02/04/15;11;721001;ESSOUKNA;6.29;5.2;5.2;5.2;4530;14;23556
02/04/15;11;725001;ADWYA;8.18;8.11;8.09;8.11;2318;12;18795.39
02/04/15;11;727001;TPR;4.3;4.06;4.06;4.08;13390;26;54566.9
02/04/15;11;729001;SOPAT;3.01;3.25;3.18;3.25;14121;37;45445.3
02/04/15;11;730001;ARTES;8;7.15;7.15;7.15;2350;6;16802.5
02/04/15;11;731013;HANNIBALLEASE;7.72;7.75;7.59;7.75;4635;30;35201.25
02/04/15;11;735001;CIMENTSDEBIZERTE;6.45;5.82;5.82;5.82;11;1;64.02
02/04/15;11;738001;TUNISRE;9.95;7.8;7.8;7.94;9261;42;72445.25
02/04/15;11;741001;ENNAKLAUTOMOBILES;10.2;10.4;10.4;10.41;9692;27;100816.8
02/04/15;11;744001;TELNETHOLDING;5.07;4.9;4.9;4.95;15855;53;78193.8
02/04/15;11;753001;ONETECHHOLDING;7;7.9;7.8;7.9;949;3;7452.2
02/04/15;11;755001;CITYCARS;11.4;13.46;13.1;13.47;4338;14;58044.5
02/04/15;11;757001;EURO-CYCLES;16.22;19.4;18.87;19.41;30064;143;577916.59
02/04/15;11;758001;BESTLEASE;2.09;1.79;1.79;1.79;200;2;358
02/04/15;11;759001;CELLCOM;8.15;7.66;7.66;7.8;1751;9;13542.49
02/04/15;11;761001;SAH;10.47;12.36;11.71;12.36;552357;169;6498290.49
02/04/15;11;762001;MPBS;7.3;7;7;7.24;2000;6;14062.4
02/04/15;11;763001;SOTIPAPIER;5;4.71;4.71;4.79;3725;13;17708.93
02/04/15;11;767001;DELICEHOLDING;15.15;17.09;16.7;17.1;17557;90;293521.36
02/04/15;12;130055;BTE(ADP);24.89;19.76;20.19;20.37;205;3;4148.85
02/04/15;12;140070;SPDIT-SICAF;9.19;12.4;0;0;0;0;0
02/04/15;12;190060;BH;10.25;12.42;0;0;0;0;0
02/04/15;12;230035;AIRLIQUDETSIE;235;222;0;0;0;0;0
02/04/15;12;240050;UBCI;25.4;25.3;0;0;0;0;0
02/04/15;12;250065;PLAC.TSIE-SICAF;45.98;47.93;0;0;0;0;0
02/04/15;12;300045;ASTREE;54.59;55;0;0;0;0;0
02/04/15;12;320075;ICF;37.99;34.58;0;0;0;0;0
02/04/15;12;330090;ELBENEINDUSTRIE;4.1;3.64;0;0;0;0;0
02/04/15;12;380070;ALKIMIA;59;59;0;0;0;0;0
02/04/15;12;410020;TUNINVEST-SICAR;11;12.49;0;0;0;0;0
02/04/15;12;644001;MAGASINGENERAL;31.87;27.59;27.59;27.6;701;4;19345.6
02/04/15;12;655001;ASSURANCESSALIM;26.3;21.5;21.5;21.5;120;4;2580
02/04/15;12;664001;STEQ;10.41;6.82;0;0;0;0;0
02/04/15;12;667001;SIPHAT;8.6;7.5;7.5;7.5;200;1;1500
02/04/15;13;430030;SITEX;8.22;8;0;0;0;0;0
02/04/15;13;617001;STETUN.DUSUCRE;6.78;6.59;6.59;6.78;40;2;265.5
02/04/15;13;768001;ASSMULTIITTIHAD;6.2;6.5;6.5;6.5;30996;102;201474
02/04/15;51;150085;AMS;4.21;3.7;3.7;3.78;1043;5;3860.14
02/04/15;51;734001;SERVICOM;14.25;12.8;12.8;12.9;190;7;2447
02/04/15;51;740001;CARTHAGECEMENT;2.42;1.92;1.91;1.93;78639;95;150943.72
02/04/15;51;749001;HEXABYTE;9.49;8.01;8.25;8.47;27;3;224.14
02/04/15;51;750001;AETECH;2.82;2.33;2.33;2.36;44;3;102.67
02/04/15;51;751001;LANDOR;5.42;6.99;6.96;6.99;3738;17;26074.74
02/04/15;51;754001;NEWBODYLINE;7.08;6.45;6.3;6.45;341;9;2164.79
02/04/15;51;756001;SYPHAXAIRLINES;3.9;3.9;0;0;0;0;0
02/04/15;51;760001;SOTEMAIL;2.85;2.78;2.78;2.86;410;6;1165.8
02/04/15;51;764001;CEREALIS;6.77;6.6;6.6;6.6;1000;11;6600
02/04/15;51;765001;TAWASOLGPHOLDING;0.73;0.65;0.64;0.65;21190;42;13571.09
02/04/15;52;766001;MAGHREBINTERNPUB;2.36;1.76;1.76;1.76;996;4;1752.96
02/04/15;99;503001;STIP;1.42;1.4;0;0;0;0;0
03/04/15;11;100010;MONOPRIX;22;18.21;18.21;18.5;4077;28;75231.02
03/04/15;11;110025;SFBT;22.5;28;27.9;28.29;20978;105;587951.12
03/04/15;11;120040;TUNISAIR;1.13;0.98;0.95;0.98;35592;66;34206.55
03/04/15;11;160015;ATTIJARIBANK;23.9;27.2;27.2;27.58;3862;36;105892.28
03/04/15;11;180045;BIAT;78;82;81.5;82;7108;68;579378.5
03/04/15;11;210090;TUNISIELEASING;21.68;21.49;20.87;21.49;261;5;5447.69
03/04/15;11;220005;BT;10.55;10.89;10.86;10.89;1974;15;21468.3
03/04/15;11;260095;STB;5;4.21;4.21;4.25;772;2;3260.12
03/04/15;11;310060;BNA;7.6;9.48;9.3;9.48;4493;10;41862.9
03/04/15;11;340005;AMENBANK;26.19;23.7;23.6;23.8;271;12;6421.6
03/04/15;11;360035;ATB;4.37;4.59;4.59;4.59;80;3;367.2
03/04/15;11;390010;UIB;14.75;15.85;15.7;15.85;4301;16;67910.6
03/04/15;11;400005;SIMPAR;55;46.7;46.7;47.9;355;3;16938.5
03/04/15;11;420085;CIL;13.39;13.5;13.5;13.5;150;1;2025
03/04/15;11;470010;ATL;2.7;2.81;2.78;2.86;6250;21;17544.4
03/04/15;11;570001;POULINAGPHOLDING;5.62;5.35;0;0;0;0;0
03/04/15;11;606001;STAR;145.25;155;155;155.52;19;2;2946.04
03/04/15;11;653001;SOTETEL;3.45;2.6;2.49;2.63;4994;22;12754.93
03/04/15;11;656001;SOTUVER;5.28;4.74;4.69;4.74;1194;8;5600.91
03/04/15;11;658001;SOTUMAG;1.76;1.82;1.77;1.82;772;8;1383.94
03/04/15;11;659001;SIAME;2.29;2.02;2;2.03;6574;20;13168
03/04/15;11;661001;ATTIJARILEASING;26.32;25;25;25.6;150;7;3782.5
03/04/15;11;665001;ELECTROSTAR;6.89;6.99;6.79;7;6153;69;42249.56
03/04/15;11;666001;SOTRAPIL;8.93;8.7;8.7;8.7;148;3;1287.6
03/04/15;11;672004;MODERNLEASING;5.28;5.2;5.07;5.2;1700;5;8710
03/04/15;11;678001;SOMOCER;2.51;3.1;3.05;3.12;237720;312;737327.82
03/04/15;11;713001;GIF-FILTER;3.38;3.26;3.26;3.32;25423;107;83550.72
03/04/15;11;714001;ASSAD;8;7.9;7.8;7.9;10858;26;84919.05
03/04/15;11;718001;SITS;1.98;1.79;1.75;1.8;6790;15;11983.52
03/04/15;11;720001;ELWIFACKLEASING;16.25;18.39;18.39;18.39;10;2;183.9
03/04/15;11;721001;ESSOUKNA;6.29;5.17;5.15;5.18;2580;10;13346.8
03/04/15;11;725001;ADWYA;8.18;8.11;8.11;8.12;6722;10;54550.64
03/04/15;11;727001;TPR;4.3;4.1;4.05;4.16;1135;15;4604.13
03/04/15;11;729001;SOPAT;3.01;3.23;3.18;3.24;2181;9;6982.04
03/04/15;11;730001;ARTES;8;7.1;7.1;7.1;10;1;71
03/04/15;11;731013;HANNIBALLEASE;7.72;7.75;0;0;0;0;0
03/04/15;11;735001;CIMENTSDEBIZERTE;6.45;5.9;5.75;5.9;279;4;1616.9
03/04/15;11;738001;TUNISRE;9.95;7.9;7.65;7.9;43315;100;336478.45
03/04/15;11;741001;ENNAKLAUTOMOBILES;10.2;10.49;10.4;10.5;899;18;9420.1
03/04/15;11;744001;TELNETHOLDING;5.07;4.89;4.76;4.89;1511;9;7358.93
03/04/15;11;753001;ONETECHHOLDING;7;7.9;7.79;7.9;12853;31;100213.7
03/04/15;11;755001;CITYCARS;11.4;13.46;13.44;13.46;500;4;6721.5
03/04/15;11;757001;EURO-CYCLES;16.22;19.7;19.4;19.84;17551;98;344876.9
03/04/15;11;758001;BESTLEASE;2.09;1.8;1.8;1.8;600;3;1080
03/04/15;11;759001;CELLCOM;8.15;7.8;7.8;7.8;10;1;78
03/04/15;11;761001;SAH;10.47;13.11;12.62;13.11;101708;313;1314502.84
03/04/15;11;762001;MPBS;7.3;7;7;7.2;4190;11;29454
03/04/15;11;763001;SOTIPAPIER;5;4.77;4.58;4.8;66614;24;309615.95
03/04/15;11;767001;DELICEHOLDING;15.15;17.08;16.73;17.08;16887;38;284387.32
03/04/15;12;130055;BTE(ADP);24.89;19.5;19.5;19.6;3386;17;66147.7
03/04/15;12;140070;SPDIT-SICAF;9.19;12.33;12.3;12.33;920;5;11322
03/04/15;12;190060;BH;10.25;12.8;12.79;12.8;3945;10;50487.05
03/04/15;12;230035;AIRLIQUDETSIE;235;219.5;219.5;219.5;5;3;1097.5
03/04/15;12;240050;UBCI;25.4;25.3;25.3;25.3;8;1;202.4
03/04/15;12;250065;PLAC.TSIE-SICAF;45.98;47.93;0;0;0;0;0
03/04/15;12;300045;ASTREE;54.59;55;0;0;0;0;0
03/04/15;12;320075;ICF;37.99;34.58;0;0;0;0;0
03/04/15;12;330090;ELBENEINDUSTRIE;4.1;3.54;3.54;3.54;920;1;3256.8
03/04/15;12;380070;ALKIMIA;59;59;0;0;0;0;0
03/04/15;12;410020;TUNINVEST-SICAR;11;12.48;12.48;12.48;1671;9;20854.08
03/04/15;12;644001;MAGASINGENERAL;31.87;26.35;26.35;26.39;5283;29;139275.05
03/04/15;12;655001;ASSURANCESSALIM;26.3;21.2;21.2;21.7;400;7;8530
03/04/15;12;664001;STEQ;10.41;6.82;0;0;0;0;0
03/04/15;12;667001;SIPHAT;8.6;7.5;0;0;0;0;0
03/04/15;13;430030;SITEX;8.22;8;0;0;0;0;0
03/04/15;13;617001;STETUN.DUSUCRE;6.78;6.2;6.2;6.4;121;4;752.2
03/04/15;13;768001;ASSMULTIITTIHAD;6.2;6.5;6.5;6.5;21441;123;139366.5
03/04/15;51;150085;AMS;4.21;3.63;3.63;3.7;300;8;1094.5
03/04/15;51;734001;SERVICOM;14.25;12.75;12.65;12.8;6225;20;79630.69
03/04/15;51;740001;CARTHAGECEMENT;2.42;1.89;1.89;1.92;54050;80;102775.32
03/04/15;51;749001;HEXABYTE;9.49;8.25;8.25;8.25;20;1;165
03/04/15;51;750001;AETECH;2.82;2.27;2.27;2.27;200;1;454
03/04/15;51;751001;LANDOR;5.42;6.9;6.9;7.08;5774;25;40520.29
03/04/15;51;754001;NEWBODYLINE;7.08;6.45;6.3;6.45;1565;15;10038.12
03/04/15;51;756001;SYPHAXAIRLINES;3.9;3.9;0;0;0;0;0
03/04/15;51;760001;SOTEMAIL;2.85;2.86;2.72;2.86;4258;14;11764.21
03/04/15;51;764001;CEREALIS;6.77;6.48;6.36;6.55;1767;12;11497.25
03/04/15;51;765001;TAWASOLGPHOLDING;0.73;0.65;0.64;0.65;25297;18;16225.38
03/04/15;52;766001;MAGHREBINTERNPUB;2.36;1.68;1.75;1.75;288;2;504
03/04/15;99;503001;STIP;1.42;1.4;0;0;0;0;0
06/04/15;11;100010;MONOPRIX;22;18.2;18.2;18.33;39293;110;715715.36
06/04/15;11;110025;SFBT;22.5;28.13;28.01;28.2;13991;82;393341.14
06/04/15;11;120040;TUNISAIR;1.13;0.96;0.96;0.97;19959;34;19161.64
06/04/15;11;160015;ATTIJARIBANK;23.9;27.2;27.2;27.31;3086;27;84099.41
06/04/15;11;180045;BIAT;78;82.2;81.5;83;5928;23;484292.77
06/04/15;11;210090;TUNISIELEASING;21.68;20.85;0;0;0;0;0
06/04/15;11;220005;BT;10.55;10.86;10.8;10.87;29159;73;316425.9
06/04/15;11;260095;STB;5;4.3;4.21;4.3;500;4;2141
06/04/15;11;310060;BNA;7.6;9.45;9.21;9.47;4385;66;41394.45
06/04/15;11;340005;AMENBANK;26.19;23.3;23.05;23.69;3437;30;80125.31
06/04/15;11;360035;ATB;4.37;4.5;4.5;4.5;250;1;1125
06/04/15;11;390010;UIB;14.75;15.9;15.7;15.95;4450;19;70337.1
06/04/15;11;400005;SIMPAR;55;46.7;46.7;46.7;123;5;5744.1
06/04/15;11;420085;CIL;13.39;13.5;13.5;13.5;1235;9;16672.5
06/04/15;11;470010;ATL;2.7;2.78;2.78;2.8;6750;15;18769.7
06/04/15;11;570001;POULINAGPHOLDING;5.62;5.4;5.34;5.4;2513;8;13549.89
06/04/15;11;606001;STAR;145.25;155;155;155;84;1;13020
06/04/15;11;653001;SOTETEL;3.45;2.53;2.53;2.6;1844;16;4670.48
06/04/15;11;656001;SOTUVER;5.28;4.66;4.6;4.68;3514;22;16410.74
06/04/15;11;658001;SOTUMAG;1.76;1.82;0;0;0;0;0
06/04/15;11;659001;SIAME;2.29;2.02;1.98;2.02;163;3;327.74
06/04/15;11;661001;ATTIJARILEASING;26.32;25.74;25;25.74;515;7;13245
06/04/15;11;665001;ELECTROSTAR;6.89;6.79;6.79;7;12838;52;88409.67
06/04/15;11;666001;SOTRAPIL;8.93;8.7;8.5;8.7;107;5;920.25
06/04/15;11;672004;MODERNLEASING;5.28;5.28;5.28;5.28;100;4;528
06/04/15;11;678001;SOMOCER;2.51;3.12;3.07;3.14;88306;151;275260.83
06/04/15;11;713001;GIF-FILTER;3.38;3.25;3.25;3.3;30660;81;99924.26
