SEANCE;GROUPE;CODE;VALEUR;OUVERTURE;CLOTURE;PLUS_BAS;PLUS_HAUT;QUANTITE_NEGOCIEE;NOMBRE_TRANSACTION;CAPITAUX
02/01/15;11;100010;MONOPRIX;22;22.3;22;22.35;1040;13;22925.45
02/01/15;11;110025;SFBT;22.5;22.45;22.45;22.5;4331;13;97331.5
02/01/15;11;120040;TUNISAIR;1.13;1.15;1.14;1.16;6622;12;7601.52
02/01/15;11;160015;ATTIJARIBANK;23.9;24;23.8;24;1298;11;31085.25
02/01/15;11;180045;BIAT;78;78.02;78.02;79.9;1311;9;102525.02
02/01/15;11;210090;TUNISIELEASING;21.68;21.84;21.69;21.84;250;15;5447.56
02/01/15;11;220005;BT;10.55;10.5;10.5;10.5;87;1;913.5
02/01/15;11;260095;STB;5;5;5;5;1190;2;5950
02/01/15;11;310060;BNA;7.6;7.7;7.7;7.7;400;1;3080
02/01/15;11;340005;AMENBANK;26.19;26;26;26.3;1197;15;31184
02/01/15;11;360035;ATB;4.37;4.38;4.38;4.38;580;1;2540.4
02/01/15;11;390010;UIB;14.75;14.7;14.7;14.8;545;4;8013
02/01/15;11;400005;SIMPAR;55;55;0;0;0;0;0
02/01/15;11;420085;CIL;13.39;13.38;13.38;13.38;271;1;3625.98
02/01/15;11;470010;ATL;2.7;2.67;2.67;2.7;2000;4;5341.68
02/01/15;11;570001;POULINAGPHOLDING;5.62;5.68;5.46;5.68;642;5;3518.56
02/01/15;11;606001;STAR;145.25;149;145.25;149;283;7;42155.75
02/01/15;11;653001;SOTETEL;3.45;3.33;3.38;3.48;1080;5;3657.9
02/01/15;11;656001;SOTUVER;5.28;5.26;5.26;5.5;871;5;4731.66
02/01/15;11;658001;SOTUMAG;1.76;1.8;1.8;1.8;5;1;9
02/01/15;11;659001;SIAME;2.29;2.28;2.27;2.34;1013;8;2324.68
02/01/15;11;661001;ATTIJARILEASING;26.32;26.32;0;0;0;0;0
02/01/15;11;665001;ELECTROSTAR;6.89;6.9;6.9;7.08;1301;27;9083.81
02/01/15;11;666001;SOTRAPIL;8.93;8.93;8.67;8.94;224;5;1943.91
02/01/15;11;672004;MODERNLEASING;5.28;5.42;5.25;5.42;21;3;112.46
02/01/15;11;678001;SOMOCER;2.51;2.54;2.54;2.58;3309;7;8450.05
02/01/15;11;713001;GIF-FILTER;3.38;3.34;3.34;3.4;5867;23;19713.13
02/01/15;11;714001;ASSAD;8;8.15;8;8.15;2380;9;19074.8
02/01/15;11;718001;SITS;1.98;1.99;1.95;2;3043;19;5959.05
02/01/15;11;720001;ELWIFACKLEASING;16.25;16.25;16.25;16.25;10;1;162.5
02/01/15;11;721001;ESSOUKNA;6.29;6.29;6.29;6.29;140;2;880.6
02/01/15;11;725001;ADWYA;8.18;8.18;8.15;8.18;415;2;3382.34
02/01/15;11;727001;TPR;4.3;4.34;4.29;4.34;5281;10;22706.24
02/01/15;11;729001;SOPAT;3.01;3.1;3.09;3.18;3697;20;11474.81
02/01/15;11;730001;ARTES;8;8.08;8;8.08;825;5;6600.4
02/01/15;11;731013;HANNIBALLEASE;7.72;7.95;7.95;7.95;15;1;119.25
02/01/15;11;735001;CIMENTSDEBIZERTE;6.45;6.45;0;0;0;0;0
02/01/15;11;738001;TUNISRE;9.95;10.18;9.95;10.19;5101;5;50763.24
02/01/15;11;741001;ENNAKLAUTOMOBILES;10.2;10.2;10;10.2;135;5;1357
02/01/15;11;744001;TELNETHOLDING;5.07;5.08;5.07;5.17;1904;15;9669.91
02/01/15;11;753001;ONETECHHOLDING;7;7.21;7;7.21;1246;9;8912.05
02/01/15;11;755001;CITYCARS;11.4;11.9;11.4;11.9;950;14;11227.6
02/01/15;11;757001;EURO-CYCLES;16.22;16.75;16.49;16.75;414;11;6831.74
02/01/15;11;758001;BESTLEASE;2.09;2.09;2.09;2.09;1;1;2.09
02/01/15;11;759001;CELLCOM;8.15;8.19;7.91;8.19;210;5;1663.9
02/01/15;11;761001;SAH;10.47;10.79;10.06;10.8;114;6;1193.36
02/01/15;11;762001;MPBS;7.3;7.5;7.25;7.5;633;6;4598.1
02/01/15;11;763001;SOTIPAPIER;5;5;0;0;0;0;0
02/01/15;11;767001;DELICEHOLDING;15.15;15.15;14.95;15.15;192;5;2890.06
02/01/15;12;130055;BTE(ADP);24.89;24.89;0;0;0;0;0
02/01/15;12;140070;SPDIT-SICAF;9.19;9.19;0;0;0;0;0
02/01/15;12;190060;BH;10.25;10.25;10.25;10.25;36;2;369
02/01/15;12;230035;AIRLIQUDETSIE;235;235;235;235;19;4;4465
02/01/15;12;240050;UBCI;25.4;25.96;25.96;25.96;5;1;129.8
02/01/15;12;250065;PLAC.TSIE-SICAF;45.98;45.98;0;0;0;0;0
02/01/15;12;300045;ASTREE;54.59;54.59;0;0;0;0;0
02/01/15;12;320075;ICF;37.99;37.99;0;0;0;0;0
02/01/15;12;330090;ELBENEINDUSTRIE;4.1;4.1;0;0;0;0;0
02/01/15;12;380070;ALKIMIA;59;59.78;59.78;59.78;50;2;2989
02/01/15;12;410020;TUNINVEST-SICAR;11;11.2;11.01;11.2;759;2;8360.39
02/01/15;12;644001;MAGASINGENERAL;31.87;32.49;32.49;32.69;140;3;4568.6
02/01/15;12;655001;ASSURANCESSALIM;26.3;26.3;0;0;0;0;0
02/01/15;12;664001;STEQ;10.41;10.41;0;0;0;0;0
02/01/15;12;667001;SIPHAT;8.6;8.6;0;0;0;0;0
02/01/15;13;430030;SITEX;8.22;8.22;0;0;0;0;0
02/01/15;13;617001;STETUN.DUSUCRE;6.78;7.18;6.98;7.18;10;2;70.8
02/01/15;13;768001;ASSMULTIITTIHAD;6.2;6.2;6.2;6.2;1800;22;11160
02/01/15;51;150085;AMS;4.21;4.25;4.21;4.3;6147;45;26216.55
02/01/15;51;734001;SERVICOM;14.25;14.89;14.8;14.89;1275;18;18982.95
02/01/15;51;740001;CARTHAGECEMENT;2.42;2.38;2.38;2.5;201732;297;486309.02
02/01/15;51;749001;HEXABYTE;9.49;9.55;9.55;9.55;5;1;47.75
02/01/15;51;750001;AETECH;2.82;2.85;2.85;2.85;1;1;2.85
02/01/15;51;751001;LANDOR;5.42;5.42;0;0;0;0;0
02/01/15;51;754001;NEWBODYLINE;7.08;7.12;7.12;7.12;10;1;71.2
02/01/15;51;756001;SYPHAXAIRLINES;3.9;3.9;0;0;0;0;0
02/01/15;51;760001;SOTEMAIL;2.85;2.84;2.84;2.84;400;4;1136
02/01/15;51;764001;CEREALIS;6.77;6.88;6.78;6.99;767;20;5293.27
02/01/15;51;765001;TAWASOLGPHOLDING;0.73;0.74;0.73;0.75;20566;53;15227.79
02/01/15;52;766001;MAGHREBINTERNPUB;2.36;2.43;2.43;2.43;430;4;1044.9
02/01/15;99;503001;STIP;1.42;1.42;0;0;0;0;0
05/01/15;11;100010;MONOPRIX;22;22.26;21.85;22.26;228;8;5052.05
05/01/15;11;110025;SFBT;22.5;22.42;22.41;22.5;7301;29;163961.4
05/01/15;11;120040;TUNISAIR;1.13;1.13;1.13;1.14;18562;23;21117.68
05/01/15;11;160015;ATTIJARIBANK;23.9;23.8;23.7;24;1266;15;30203.15
05/01/15;11;180045;BIAT;78;79.79;78.25;79.79;436;7;34129.69
05/01/15;11;210090;TUNISIELEASING;21.68;21.2;21.19;21.84;269;15;5702.68
05/01/15;11;220005;BT;10.55;10.5;10.41;10.55;39260;30;412723.07
05/01/15;11;260095;STB;5;4.88;4.85;4.88;4959;5;24196.92
05/01/15;11;310060;BNA;7.6;7.92;7.5;7.92;290;5;2185.2
05/01/15;11;340005;AMENBANK;26.19;26.3;26;26.3;1124;12;29227.3
05/01/15;11;360035;ATB;4.37;4.35;4.25;4.38;2152;8;9374
05/01/15;11;390010;UIB;14.75;14.82;14.4;14.9;5020;18;73423.57
05/01/15;11;400005;SIMPAR;55;55;53.35;55;185;4;10140.35
05/01/15;11;420085;CIL;13.39;13.4;13;13.4;468;9;6210.02
05/01/15;11;470010;ATL;2.7;2.67;2.67;2.67;4523;14;12076.41
05/01/15;11;570001;POULINAGPHOLDING;5.62;5.69;5.65;5.69;1500;9;8494.02
05/01/15;11;606001;STAR;145.25;149;0;0;0;0;0
05/01/15;11;653001;SOTETEL;3.45;3.42;3.3;3.42;221;3;731.7
05/01/15;11;656001;SOTUVER;5.28;5.23;5.23;5.39;1286;13;6754.1
05/01/15;11;658001;SOTUMAG;1.76;1.79;1.78;1.79;100;2;178.46
05/01/15;11;659001;SIAME;2.29;2.28;2.24;2.3;7075;28;15939.45
05/01/15;11;661001;ATTIJARILEASING;26.32;27.79;26.98;27.79;401;11;10884.38
05/01/15;11;665001;ELECTROSTAR;6.89;6.85;6.85;7.06;1502;15;10317.45
05/01/15;11;666001;SOTRAPIL;8.93;8.92;8.7;8.93;1465;19;12987.27
05/01/15;11;672004;MODERNLEASING;5.28;5.2;5.16;5.31;4850;13;25687
05/01/15;11;678001;SOMOCER;2.51;2.55;2.52;2.55;32591;57;82673.92
05/01/15;11;713001;GIF-FILTER;3.38;3.25;3.25;3.34;1291;16;4283.23
05/01/15;11;714001;ASSAD;8;8.11;8;8.15;2343;17;18954.34
05/01/15;11;718001;SITS;1.98;1.98;1.94;2;551;12;1071.18
05/01/15;11;720001;ELWIFACKLEASING;16.25;16.25;0;0;0;0;0
05/01/15;11;721001;ESSOUKNA;6.29;6.11;6.11;6.29;960;9;6020.4
05/01/15;11;725001;ADWYA;8.18;8.06;8.06;8.25;4644;36;37854.64
05/01/15;11;727001;TPR;4.3;4.26;4.21;4.34;17905;63;76185.59
05/01/15;11;729001;SOPAT;3.01;3.07;3.01;3.07;48;2;144.66
05/01/15;11;730001;ARTES;8;8.05;8;8.05;200;3;1604.4
05/01/15;11;731013;HANNIBALLEASE;7.72;7.95;0;0;0;0;0
05/01/15;11;735001;CIMENTSDEBIZERTE;6.45;6.45;6.45;6.45;1084;3;6991.8
05/01/15;11;738001;TUNISRE;9.95;9.96;9.96;10.1;140;5;1401.4
05/01/15;11;741001;ENNAKLAUTOMOBILES;10.2;10.15;9.91;10.3;679;11;6868.79
05/01/15;11;744001;TELNETHOLDING;5.07;5.2;5.15;5.2;1236;9;6386.74
05/01/15;11;753001;ONETECHHOLDING;7;7.36;7.1;7.36;2070;21;15149.2
05/01/15;11;755001;CITYCARS;11.4;11.9;11.89;11.9;100;3;1189.5
05/01/15;11;757001;EURO-CYCLES;16.22;16.36;16.3;16.8;4784;32;78525.48
05/01/15;11;758001;BESTLEASE;2.09;2.09;0;0;0;0;0
05/01/15;11;759001;CELLCOM;8.15;7.95;7.95;7.95;200;3;1590
05/01/15;11;761001;SAH;10.47;10.79;0;0;0;0;0
05/01/15;11;762001;MPBS;7.3;7.28;7.28;7.5;1015;6;7547.1
05/01/15;11;763001;SOTIPAPIER;5;5;4.9;5;1015;5;5073.5
05/01/15;11;767001;DELICEHOLDING;15.15;15.05;14.7;15.05;103;6;1517.71
05/01/15;12;130055;BTE(ADP);24.89;24.53;24.52;24.53;178;4;4364.66
05/01/15;12;140070;SPDIT-SICAF;9.19;9.6;0;0;0;0;0
05/01/15;12;190060;BH;10.25;10.68;10.37;10.68;1272;7;13259.46
05/01/15;12;230035;AIRLIQUDETSIE;235;229;228;229;100;7;22862
05/01/15;12;240050;UBCI;25.4;25.96;0;0;0;0;0
05/01/15;12;250065;PLAC.TSIE-SICAF;45.98;45.98;0;0;0;0;0
05/01/15;12;300045;ASTREE;54.59;54.59;0;0;0;0;0
05/01/15;12;320075;ICF;37.99;37.65;37.65;37.65;8;2;301.2
05/01/15;12;330090;ELBENEINDUSTRIE;4.1;4.1;0;0;0;0;0
05/01/15;12;380070;ALKIMIA;59;59.77;59.77;59.77;8;1;478.16
05/01/15;12;410020;TUNINVEST-SICAR;11;11.34;11.34;11.34;2;1;22.68
05/01/15;12;644001;MAGASINGENERAL;31.87;32.7;32.7;32.7;2;2;65.4
05/01/15;12;655001;ASSURANCESSALIM;26.3;26.3;0;0;0;0;0
05/01/15;12;664001;STEQ;10.41;10.41;0;0;0;0;0
05/01/15;12;667001;SIPHAT;8.6;8.98;8.98;8.98;2;1;17.96
05/01/15;13;430030;SITEX;8.22;8.22;0;0;0;0;0
05/01/15;13;617001;STETUN.DUSUCRE;6.78;7.18;7.18;7.18;59;1;423.62
05/01/15;13;768001;ASSMULTIITTIHAD;6.2;6.14;6.1;6.14;5453;69;33427.02
05/01/15;51;150085;AMS;4.21;4.21;4.21;4.34;2206;19;9305.85
05/01/15;51;734001;SERVICOM;14.25;14.5;14.5;14.89;2608;16;38673.01
05/01/15;51;740001;CARTHAGECEMENT;2.42;2.29;2.29;2.4;307836;496;715557.13
05/01/15;51;749001;HEXABYTE;9.49;9.55;0;0;0;0;0
05/01/15;51;750001;AETECH;2.82;2.85;2.84;2.85;35;5;99.41
05/01/15;51;751001;LANDOR;5.42;5.42;0;0;0;0;0
05/01/15;51;754001;NEWBODYLINE;7.08;7.16;7.16;7.16;25;1;179
05/01/15;51;756001;SYPHAXAIRLINES;3.9;3.9;0;0;0;0;0
05/01/15;51;760001;SOTEMAIL;2.85;2.84;2.84;2.84;200;1;568
05/01/15;51;764001;CEREALIS;6.77;6.88;6.68;6.99;5177;26;35294
05/01/15;51;765001;TAWASOLGPHOLDING;0.73;0.73;0.73;0.75;35110;67;25775.18
05/01/15;52;766001;MAGHREBINTERNPUB;2.36;2.37;2.37;2.37;10;1;23.7
05/01/15;99;503001;STIP;1.42;1.42;0;0;0;0;0
06/01/15;11;100010;MONOPRIX;22;22;21.85;22;1852;17;40668.15
06/01/15;11;110025;SFBT;22.5;22.4;22.21;22.4;2758;23;61630.88
06/01/15;11;120040;TUNISAIR;1.13;1.13;1.12;1.15;20332;35;23020.84
06/01/15;11;160015;ATTIJARIBANK;23.9;23.78;23.5;23.8;4165;48;98824.67
06/01/15;11;180045;BIAT;78;79.49;78;79.49;271;11;21194.1
06/01/15;11;210090;TUNISIELEASING;21.68;21.83;21;21.83;887;13;18967.6
06/01/15;11;220005;BT;10.55;10.5;10.46;10.5;4784;28;50145.9
06/01/15;11;260095;STB;5;4.88;0;0;0;0;0
06/01/15;11;310060;BNA;7.6;7.92;0;0;0;0;0
06/01/15;11;340005;AMENBANK;26.19;26;25.76;26;533;15;13812.97
06/01/15;11;360035;ATB;4.37;4.25;4.22;4.3;2975;8;12653.46
06/01/15;11;390010;UIB;14.75;14.68;14.39;14.69;426;7;6211.44
06/01/15;11;400005;SIMPAR;55;54.9;54;55;94;5;5126.9
06/01/15;11;420085;CIL;13.39;13.4;13.37;13.4;4618;7;61747.16
06/01/15;11;470010;ATL;2.7;2.7;2.67;2.71;11386;33;30518.25
06/01/15;11;570001;POULINAGPHOLDING;5.62;5.52;5.52;5.52;614;4;3389.28
06/01/15;11;606001;STAR;145.25;149;145.3;149;105;7;15552.5
06/01/15;11;653001;SOTETEL;3.45;3.42;3.42;3.42;20;2;68.4
06/01/15;11;656001;SOTUVER;5.28;5.14;5.1;5.24;4350;27;22417.05
06/01/15;11;658001;SOTUMAG;1.76;1.79;0;0;0;0;0
06/01/15;11;659001;SIAME;2.29;2.22;2.22;2.28;8818;32;19605.06
06/01/15;11;661001;ATTIJARILEASING;26.32;27.78;27.78;27.79;250;4;6945.08
06/01/15;11;665001;ELECTROSTAR;6.89;6.79;6.79;7;415;12;2824.15
06/01/15;11;666001;SOTRAPIL;8.93;8.92;8.71;8.93;1512;14;13248.78
06/01/15;11;672004;MODERNLEASING;5.28;5.35;5.35;5.35;28;1;149.8
06/01/15;11;678001;SOMOCER;2.51;2.53;2.51;2.6;14680;49;37063.02
06/01/15;11;713001;GIF-FILTER;3.38;3.3;3.25;3.33;415;11;1354.37
06/01/15;11;714001;ASSAD;8;8.05;8;8.1;3620;19;29071.23
06/01/15;11;718001;SITS;1.98;1.95;1.93;1.95;680;7;1312.9
06/01/15;11;720001;ELWIFACKLEASING;16.25;16.25;0;0;0;0;0
06/01/15;11;721001;ESSOUKNA;6.29;6.29;6;6.29;1729;11;10628.41
06/01/15;11;725001;ADWYA;8.18;8.12;8.05;8.12;2461;18;19813.92
06/01/15;11;727001;TPR;4.3;4.33;4.21;4.33;9247;38;39545.96
06/01/15;11;729001;SOPAT;3.01;3.07;3.07;3.16;16;3;50.1
06/01/15;11;730001;ARTES;8;8.08;7.82;8.08;3170;32;25438.13
06/01/15;11;731013;HANNIBALLEASE;7.72;7.95;0;0;0;0;0
06/01/15;11;735001;CIMENTSDEBIZERTE;6.45;6.64;6.64;6.64;128;2;849.92
06/01/15;11;738001;TUNISRE;9.95;9.83;9.75;9.96;1903;21;18707.88
06/01/15;11;741001;ENNAKLAUTOMOBILES;10.2;10;10;10;460;4;4600
06/01/15;11;744001;TELNETHOLDING;5.07;5.1;5.05;5.2;1095;11;5588
06/01/15;11;753001;ONETECHHOLDING;7;7.38;7.15;7.38;2260;14;16591.3
06/01/15;11;755001;CITYCARS;11.4;11.87;11.8;11.89;2108;15;24954
06/01/15;11;757001;EURO-CYCLES;16.22;16.3;16.19;16.69;3812;31;61992.37
06/01/15;11;758001;BESTLEASE;2.09;2.09;0;0;0;0;0
06/01/15;11;759001;CELLCOM;8.15;7.95;0;0;0;0;0
06/01/15;11;761001;SAH;10.47;10.47;10.47;10.47;878;8;9192.66
06/01/15;11;762001;MPBS;7.3;7.35;7.2;7.39;3669;12;26719.35
06/01/15;11;763001;SOTIPAPIER;5;4.91;4.91;4.91;544;5;2671.04
06/01/15;11;767001;DELICEHOLDING;15.15;15.1;14.69;15.14;10008;27;147488.03
06/01/15;12;130055;BTE(ADP);24.89;24.53;24.53;24.53;130;4;3188.9
06/01/15;12;140070;SPDIT-SICAF;9.19;9.41;9.4;9.41;625;4;5876.51
06/01/15;12;190060;BH;10.25;11.33;11;11.33;865;18;9779
06/01/15;12;230035;AIRLIQUDETSIE;235;223.1;222.75;229.11;156;10;34824.26
06/01/15;12;240050;UBCI;25.4;25.2;25.2;25.2;26;1;655.2
06/01/15;12;250065;PLAC.TSIE-SICAF;45.98;45.98;0;0;0;0;0
06/01/15;12;300045;ASTREE;54.59;54.59;0;0;0;0;0
06/01/15;12;320075;ICF;37.99;37.65;0;0;0;0;0
06/01/15;12;330090;ELBENEINDUSTRIE;4.1;4.1;0;0;0;0;0
06/01/15;12;380070;ALKIMIA;59;59.01;59.01;59.76;207;5;12347.82
06/01/15;12;410020;TUNINVEST-SICAR;11;11.34;0;0;0;0;0
06/01/15;12;644001;MAGASINGENERAL;31.87;32.7;0;0;0;0;0
06/01/15;12;655001;ASSURANCESSALIM;26.3;25.52;25.52;25.52;100;3;2552
06/01/15;12;664001;STEQ;10.41;10.41;0;0;0;0;0
06/01/15;12;667001;SIPHAT;8.6;9.24;9.24;9.24;2;1;18.48
06/01/15;13;430030;SITEX;8.22;8.22;0;0;0;0;0
06/01/15;13;617001;STETUN.DUSUCRE;6.78;7.39;7.39;7.39;1;1;7.39
06/01/15;13;768001;ASSMULTIITTIHAD;6.2;6.17;6.17;6.2;12812;159;79338.4
06/01/15;51;150085;AMS;4.21;4.15;4.06;4.26;2906;24;12066.22
06/01/15;51;734001;SERVICOM;14.25;14.5;14.11;14.53;2486;18;36049.22
06/01/15;51;740001;CARTHAGECEMENT;2.42;2.24;2.22;2.29;204267;372;455715.6
06/01/15;51;749001;HEXABYTE;9.49;9.58;9.49;9.58;262;8;2500.15
06/01/15;51;750001;AETECH;2.82;2.84;2.77;2.84;126;4;349.16
06/01/15;51;751001;LANDOR;5.42;5.42;0;0;0;0;0
06/01/15;51;754001;NEWBODYLINE;7.08;7.16;7.16;7.16;140;2;1002.4
06/01/15;51;756001;SYPHAXAIRLINES;3.9;3.9;0;0;0;0;0
06/01/15;51;760001;SOTEMAIL;2.85;2.76;2.76;2.78;985;10;2733.64
06/01/15;51;764001;CEREALIS;6.77;6.71;6.7;6.87;3183;29;21390.73
06/01/15;51;765001;TAWASOLGPHOLDING;0.73;0.73;0.72;0.74;28520;76;20592.49
06/01/15;52;766001;MAGHREBINTERNPUB;2.36;2.41;2.41;2.43;450;5;1092.5
06/01/15;99;503001;STIP;1.42;1.42;0;0;0;0;0
07/01/15;11;100010;MONOPRIX;22;21.9;21.89;22.01;5770;28;126527.98
07/01/15;11;110025;SFBT;22.5;22.4;22.31;22.5;3220;26;72249.1
07/01/15;11;120040;TUNISAIR;1.13;1.16;1.15;1.16;43689;20;50242.41
07/01/15;11;160015;ATTIJARIBANK;23.9;23.78;23.6;23.8;8427;48;200309.32
07/01/15;11;180045;BIAT;78;79.7;79;79.7;214;11;16971.8
07/01/15;11;210090;TUNISIELEASING;21.68;21.79;21.22;21.79;177;7;3757.41
07/01/15;11;220005;BT;10.55;10.5;10.48;10.51;4888;18;51323.77
07/01/15;11;260095;STB;5;4.88;4.8;4.88;1165;5;5680
07/01/15;11;310060;BNA;7.6;7.92;0;0;0;0;0
07/01/15;11;340005;AMENBANK;26.19;26;25.6;26;233;8;6036.8
07/01/15;11;360035;ATB;4.37;4.26;4.25;4.3;2652;8;11288.41
07/01/15;11;390010;UIB;14.75;14.39;14.24;14.68;4175;18;60052.16
07/01/15;11;400005;SIMPAR;55;53.5;53.5;54;79;5;4238
07/01/15;11;420085;CIL;13.39;13.4;13.11;13.4;447;8;5947.17
07/01/15;11;470010;ATL;2.7;2.66;2.66;2.73;21755;41;58313.59
07/01/15;11;570001;POULINAGPHOLDING;5.62;5.52;5.5;5.52;3628;12;19966.28
07/01/15;11;606001;STAR;145.25;149;0;0;0;0;0
07/01/15;11;653001;SOTETEL;3.45;3.42;3.33;3.42;22;2;74.34
07/01/15;11;656001;SOTUVER;5.28;5.1;5.03;5.15;6852;46;34938.69
07/01/15;11;658001;SOTUMAG;1.76;1.72;1.72;1.78;3222;16;5584.79
07/01/15;11;659001;SIAME;2.29;2.14;2.14;2.2;17217;53;36895.38
07/01/15;11;661001;ATTIJARILEASING;26.32;27.75;27.7;27.75;500;6;13866
07/01/15;11;665001;ELECTROSTAR;6.89;6.79;6.79;6.79;20;2;135.8
07/01/15;11;666001;SOTRAPIL;8.93;8.75;8.7;8.91;1854;20;16261.36
07/01/15;11;672004;MODERNLEASING;5.28;5.29;5.19;5.29;519;6;2705.51
07/01/15;11;678001;SOMOCER;2.51;2.47;2.47;2.52;18197;36;45384.1
07/01/15;11;713001;GIF-FILTER;3.38;3.23;3.23;3.3;1728;15;5587.26
07/01/15;11;714001;ASSAD;8;7.95;7.95;8.05;5279;27;42193.6
07/01/15;11;718001;SITS;1.98;1.9;1.9;1.95;6946;17;13197.9
07/01/15;11;720001;ELWIFACKLEASING;16.25;16.25;0;0;0;0;0
07/01/15;11;721001;ESSOUKNA;6.29;6.29;0;0;0;0;0
07/01/15;11;725001;ADWYA;8.18;8;8;8.19;2485;12;19900.73
07/01/15;11;727001;TPR;4.3;4.3;4.24;4.35;11404;33;49017.97
07/01/15;11;729001;SOPAT;3.01;3.16;2.98;3.16;13466;42;41037.93
07/01/15;11;730001;ARTES;8;8;7.78;8.05;7583;24;60617.34
07/01/15;11;731013;HANNIBALLEASE;7.72;7.95;0;0;0;0;0
07/01/15;11;735001;CIMENTSDEBIZERTE;6.45;6.65;6.45;6.65;190;2;1243.5
07/01/15;11;738001;TUNISRE;9.95;9.76;9.75;9.93;1823;16;17788.68
07/01/15;11;741001;ENNAKLAUTOMOBILES;10.2;10;9.86;10;3440;28;34349.41
07/01/15;11;744001;TELNETHOLDING;5.07;5.1;5;5.25;6018;29;30142.04
07/01/15;11;753001;ONETECHHOLDING;7;7.45;7.3;7.45;6749;33;50196.81
07/01/15;11;755001;CITYCARS;11.4;11.8;11.52;11.87;2840;24;33541
07/01/15;11;757001;EURO-CYCLES;16.22;16.23;16.23;16.55;1466;27;23797.35
07/01/15;11;758001;BESTLEASE;2.09;2.08;2.08;2.08;100;1;208
07/01/15;11;759001;CELLCOM;8.15;7.72;7.72;7.78;505;4;3901.9
07/01/15;11;761001;SAH;10.47;10.76;10.25;10.76;16339;24;174446.77
07/01/15;11;762001;MPBS;7.3;7.15;7.15;7.3;650;6;4694.5
07/01/15;11;763001;SOTIPAPIER;5;4.86;4.86;4.91;496;5;2433.76
07/01/15;11;767001;DELICEHOLDING;15.15;15;14.79;15;1445;32;21515.06
07/01/15;12;130055;BTE(ADP);24.89;24.54;24.54;24.54;100;1;2454
07/01/15;12;140070;SPDIT-SICAF;9.19;9.64;9.41;9.64;642;6;6103.32
07/01/15;12;190060;BH;10.25;11.8;11.8;11.83;964;12;11402.62
07/01/15;12;230035;AIRLIQUDETSIE;235;229.11;229.11;229.11;30;1;6873.3
07/01/15;12;240050;UBCI;25.4;25.8;25.8;25.8;15;1;387
07/01/15;12;250065;PLAC.TSIE-SICAF;45.98;45.98;0;0;0;0;0
07/01/15;12;300045;ASTREE;54.59;54.59;0;0;0;0;0
07/01/15;12;320075;ICF;37.99;37.88;37.65;37.88;60;8;2271.5
07/01/15;12;330090;ELBENEINDUSTRIE;4.1;4.1;0;0;0;0;0
07/01/15;12;380070;ALKIMIA;59;59;59;59;39;3;2301
07/01/15;12;410020;TUNINVEST-SICAR;11;11.34;0;0;0;0;0
07/01/15;12;644001;MAGASINGENERAL;31.87;32.47;32.47;32.47;500;1;16235
07/01/15;12;655001;ASSURANCESSALIM;26.3;25.52;0;0;0;0;0
07/01/15;12;664001;STEQ;10.41;10.41;0;0;0;0;0
07/01/15;12;667001;SIPHAT;8.6;8.83;0;0;0;0;0
07/01/15;13;430030;SITEX;8.22;8.22;0;0;0;0;0
07/01/15;13;617001;STETUN.DUSUCRE;6.78;7.5;7.5;7.5;5;1;37.5
07/01/15;13;768001;ASSMULTIITTIHAD;6.2;6.2;6.17;6.2;16474;207;101702.18
07/01/15;51;150085;AMS;4.21;4.14;4.05;4.14;701;5;2851.14
07/01/15;51;734001;SERVICOM;14.25;14.1;14.1;14.42;1035;18;14705.7
07/01/15;51;740001;CARTHAGECEMENT;2.42;2.18;2.18;2.24;1167174;712;2547366.73
07/01/15;51;749001;HEXABYTE;9.49;9.58;0;0;0;0;0
07/01/15;51;750001;AETECH;2.82;2.84;2.84;2.84;5;1;14.2
07/01/15;51;751001;LANDOR;5.42;5.42;0;0;0;0;0
07/01/15;51;754001;NEWBODYLINE;7.08;7.05;6.98;7.12;3180;16;22326.35
07/01/15;51;756001;SYPHAXAIRLINES;3.9;3.9;0;0;0;0;0
07/01/15;51;760001;SOTEMAIL;2.85;2.8;2.76;2.8;1643;7;4574.98
07/01/15;51;764001;CEREALIS;6.77;6.68;6.68;6.85;1687;21;11323.02
07/01/15;51;765001;TAWASOLGPHOLDING;0.73;0.71;0.71;0.72;31527;62;22454.02
07/01/15;52;766001;MAGHREBINTERNPUB;2.36;2.31;2.31;2.36;2082;5;4811.17
07/01/15;99;503001;STIP;1.42;1.42;1.42;1.42;125;2;177.5
08/01/15;11;100010;MONOPRIX;22;21.88;21.88;21.9;3144;26;68815.88
08/01/15;11;110025;SFBT;22.5;22.4;22.25;22.42;8656;50;193890.3
08/01/15;11;120040;TUNISAIR;1.13;1.13;1.13;1.16;5577;15;6333.86
08/01/15;11;160015;ATTIJARIBANK;23.9;23.8;23.5;23.85;9374;46;222260.05
08/01/15;11;180045;BIAT;78;79;78;79.7;769;13;60468.8
08/01/15;11;210090;TUNISIELEASING;21.68;21.15;21.15;21.83;917;24;19410.07
08/01/15;11;220005;BT;10.55;10.5;10.5;10.51;21525;25;226013.17
08/01/15;11;260095;STB;5;4.74;4.74;4.74;100;1;474
08/01/15;11;310060;BNA;7.6;7.57;7.57;7.65;2750;8;20984
08/01/15;11;340005;AMENBANK;26.19;25.97;25.75;26;734;17;18954.04
08/01/15;11;360035;ATB;4.37;4.25;4.25;4.25;750;4;3187.5
